crop1,crop2,source,type,Reason,Sens
Fraise,"Choux (cabus, fleur, chinois, milan, frisé, rave)",28,-,,2→1
Tomate,"Haricots (à rame, à grain, blancs, violets, nains)",28,-,,2→1
Tomate,Concombre,28,-,,2→1
Tomate,"Choux (cabus, fleur, chinois, milan, frisé, rave)",28,-,,2→1
Tomate,Pomme de terre,28,-,,2→1
Tomate,Betterave,28,-,,2→1
Tomate,Fenouil,28,-,,2→1
Tomate,Pois,28,-,,2→1
Tomate,Maïs,28,-,,2→1
Poivron,Betterave,28,-,,2→1
Poivron,Fenouil,28,-,,2→1
Poivron,Pois,28,-,,2→1
"Haricots (à rame, à grain, blancs, violets, nains)",Ail,28,-,,2→1
"Haricots (à rame, à grain, blancs, violets, nains)",Oignon,28,-,,2→1
"Haricots (à rame, à grain, blancs, violets, nains)",Poireau,28,-,,2→1
"Haricots (à rame, à grain, blancs, violets, nains)",Pois,28,-,,2→1
"Haricots (à rame, à grain, blancs, violets, nains)",Chou-rave,28,-,,2→1
"Haricots (à rame, à grain, blancs, violets, nains)",Fenouil,28,-,,2→1
"Haricots (à rame, à grain, blancs, violets, nains)",Echalote,28,-,,2→1
"Haricots (à rame, à grain, blancs, violets, nains)",Ciboulette,28,-,,2→1
Pois,Fenouil,28,-,,2→1
Pois,Ail,28,-,,2→1
Pois,Echalote,28,-,,2→1
Pois,Oignon,28,-,,2→1
Pois,Poireau,28,-,,2→1
Pois,Fève & Fèverole,28,-,,2→1
Pois,Persil,28,-,,2→1
Pois,Tomate,28,-,,2→1
Pois,Pois,28,-,,2→1
Maïs,Céleris (branche & rave),28,-,,2→1
Maïs,Betterave,28,-,,2→1
Maïs,Tomate,28,-,,2→1
Camomille,Menthe,28,-,,2→1
Ciboulette,"Haricots (à rame, à grain, blancs, violets, nains)",28,-,,2→1
Ciboulette,Fève & Fèverole,28,-,,2→1
Ciboulette,Pois,28,-,,2→1
Ciboulette,"Haricots (à rame, à grain, blancs, violets, nains)",28,-,,2→1
Ciboulette,Fève & Fèverole,28,-,,2→1
Ciboulette,Pois,28,-,,2→1
Coriandre,Fenouil,28,-,,2→1
Hysope,Radis,28,-,,2→1
Menthe,Carotte,28,-,,2→1
Persil,Laitue (Salade),28,-,,2→1
Persil,Pois,28,-,,2→1
Persil,Poireau,28,-,,2→1
Persil,Céleris (branche & rave),28,-,,2→1
Sauge,Concombre,28,-,,2→1
Sauge,Absinthe,28,-,,2→1
Aneth,Carotte,28,-,,2→1
Ail,Fève & Fèverole,29,-,,2→1
Ail,"Haricots (à rame, à grain, blancs, violets, nains)",29,-,,2→1
Ail,Poireau,29,-,,2→1
Ail,Pois,29,-,,2→1
Aneth,Carotte,29,-,,2→1
Aubergine,Pomme de terre,29,-,,2→1
"Blettes (bettes, cardes, poirées…)",Poireau,29,-,,2→1
Betterave,Carotte,29,-,,2→1
Betterave,Pomme de terre,29,-,,2→1
Betterave,Pois,29,-,,2→1
Betterave,Tomate,29,-,,2→1
Carotte,Aneth,29,-,,2→1
Carotte,Betterave,29,-,,2→1
Carotte,Fenouil,29,-,,2→1
Carotte,Pomme de terre,29,-,,2→1
Céleris (branche & rave),Laitue (Salade),29,-,,2→1
Céleris (branche & rave),Persil,29,-,,2→1
Céleris (branche & rave),Pomme de terre,29,-,,2→1
Cerfeuil,Radis,29,-,,2→1
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Echalote,29,-,,2→1
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Fraise,29,-,,2→1
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Oignon,29,-,,2→1
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Poireau,29,-,,2→1
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Radis,29,-,,2→1
Chou-rave,Fenouil,29,-,,2→1
Chou-rave,Fraise,29,-,,2→1
Concombre,Melon,29,-,,2→1
Concombre,Pomme de terre,29,-,,2→1
Concombre,Radis,29,-,,2→1
Concombre,Tomate,29,-,,2→1
Cornichon,Melon,29,-,,2→1
Cornichon,Pomme de terre,29,-,,2→1
Cornichon,Radis,29,-,,2→1
Cornichon,Tomate,29,-,,2→1
"Courge, Citrouille, Potiron",Melon,29,-,,2→1
"Courge, Citrouille, Potiron",Pomme de terre,29,-,,2→1
"Courge, Citrouille, Potiron",Radis,29,-,,2→1
"Courge, Citrouille, Potiron",Tomate,29,-,,2→1
Courgette,Melon,29,-,,2→1
Courgette,Pomme de terre,29,-,,2→1
Courgette,Radis,29,-,,2→1
Courgette,Tomate,29,-,,2→1
Echalote,"Choux (cabus, fleur, chinois, milan, frisé, rave)",29,-,,2→1
Echalote,Fenouil,29,-,,2→1
Echalote,Fève & Fèverole,29,-,,2→1
Echalote,"Haricots (à rame, à grain, blancs, violets, nains)",29,-,,2→1
Echalote,Pois,29,-,,2→1
Fenouil,Carotte,29,-,,2→1
Fenouil,Chou-rave,29,-,,2→1
Fenouil,Echalote,29,-,,2→1
Fenouil,"Haricots (à rame, à grain, blancs, violets, nains)",29,-,,2→1
Fenouil,Tomate,29,-,,2→1
Fève & Fèverole,Ail,29,-,,2→1
Fève & Fèverole,Echalote,29,-,,2→1
Fève & Fèverole,Oignon,29,-,,2→1
Fève & Fèverole,Pois,29,-,,2→1
Fraise,"Choux (cabus, fleur, chinois, milan, frisé, rave)",29,-,,2→1
Fraise,Chou-rave,29,-,,2→1
"Haricots (à rame, à grain, blancs, violets, nains)",Ail,29,-,,2→1
"Haricots (à rame, à grain, blancs, violets, nains)",Echalote,29,-,,2→1
"Haricots (à rame, à grain, blancs, violets, nains)",Fenouil,29,-,,2→1
"Haricots (à rame, à grain, blancs, violets, nains)",Oignon,29,-,,2→1
"Haricots (à rame, à grain, blancs, violets, nains)",Poireau,29,-,,2→1
"Haricots (à rame, à grain, blancs, violets, nains)",Pois,29,-,,2→1
Laitue (Salade),Céleris (branche & rave),29,-,,2→1
Laitue (Salade),Persil,29,-,,2→1
Maïs,Pomme de terre,29,-,,2→1
Melon,Concombre,29,-,,2→1
Melon,Cornichon,29,-,,2→1
Melon,"Courge, Citrouille, Potiron",29,-,,2→1
Melon,Courgette,29,-,,2→1
Melon,Pomme de terre,29,-,,2→1
Navet,Oignon,29,-,,2→1
Navet,Radis,29,-,,2→1
Oignon,"Choux (cabus, fleur, chinois, milan, frisé, rave)",29,-,,2→1
Oignon,Fève & Fèverole,29,-,,2→1
Oignon,"Haricots (à rame, à grain, blancs, violets, nains)",29,-,,2→1
Oignon,Navet,29,-,,2→1
Oignon,Pomme de terre,29,-,,2→1
Oignon,Poireau,29,-,,2→1
Oignon,Pois,29,-,,2→1
Oignon,Radis,29,-,,2→1
Persil,Céleris (branche & rave),29,-,,2→1
Persil,Laitue (Salade),29,-,,2→1
Persil,Poireau,29,-,,2→1
Persil,Pois,29,-,,2→1
Piment,Pomme de terre,29,-,,2→1
Poivron,Pomme de terre,29,-,,2→1
Pomme de terre,Aubergine,29,-,,2→1
Pomme de terre,Betterave,29,-,,2→1
Pomme de terre,Carotte,29,-,,2→1
Pomme de terre,Céleris (branche & rave),29,-,,2→1
Pomme de terre,Concombre,29,-,,2→1
Pomme de terre,Cornichon,29,-,,2→1
Pomme de terre,"Courge, Citrouille, Potiron",29,-,,2→1
Pomme de terre,Courgette,29,-,,2→1
Pomme de terre,Maïs,29,-,,2→1
Pomme de terre,Melon,29,-,,2→1
Pomme de terre,Oignon,29,-,,2→1
Pomme de terre,Piment,29,-,,2→1
Pomme de terre,Poivron,29,-,,2→1
Pomme de terre,Tomate,29,-,,2→1
Poireau,Ail,29,-,,2→1
Poireau,"Blettes (bettes, cardes, poirées…)",29,-,,2→1
Poireau,Betterave,29,-,,2→1
Poireau,"Choux (cabus, fleur, chinois, milan, frisé, rave)",29,-,,2→1
Poireau,"Haricots (à rame, à grain, blancs, violets, nains)",29,-,,2→1
Poireau,Oignon,29,-,,2→1
Poireau,Persil,29,-,,2→1
Poireau,Pois,29,-,,2→1
Pois,Ail,29,-,,2→1
Pois,Echalote,29,-,,2→1
Pois,Fève & Fèverole,29,-,,2→1
Pois,Fraise,29,-,,2→1
Pois,Oignon,29,-,,2→1
Pois,Persil,29,-,,2→1
Pois,Poireau,29,-,,2→1
Pois,Tomate,29,-,,2→1
Radis,Cerfeuil,29,-,,2→1
Radis,"Choux (cabus, fleur, chinois, milan, frisé, rave)",29,-,,2→1
Radis,Concombre,29,-,,2→1
Radis,Cornichon,29,-,,2→1
Radis,Courgette,29,-,,2→1
Radis,"Courge, Citrouille, Potiron",29,-,,2→1
Radis,Navet,29,-,,2→1
Radis,Oignon,29,-,,2→1
Tomate,Betterave,29,-,,2→1
Tomate,Concombre,29,-,,2→1
Tomate,Cornichon,29,-,,2→1
Tomate,"Courge, Citrouille, Potiron",29,-,,2→1
Tomate,Courgette,29,-,,2→1
Tomate,Fenouil,29,-,,2→1
Tomate,Pomme de terre,29,-,,2→1
Tomate,Pois,29,-,,2→1
Ail,Fève & Fèverole,30,-,,2→1
Ail,"Haricots (à rame, à grain, blancs, violets, nains)",30,-,,2→1
Ail,Pois,30,-,,2→1
Ail,Poireau,30,-,,2→1
Aubergine,Pomme de terre,30,-,,2→1
"Blettes (bettes, cardes, poirées…)",Carotte,30,-,,2→1
"Blettes (bettes, cardes, poirées…)",Pomme de terre,30,-,,2→1
"Blettes (bettes, cardes, poirées…)",Poireau,30,-,,2→1
"Blettes (bettes, cardes, poirées…)",Tomate,30,-,,2→1
Betterave,Carotte,30,-,,2→1
Betterave,Pomme de terre,30,-,,2→1
Betterave,Poireau,30,-,,2→1
Betterave,Tomate,30,-,,2→1
Betterave,"Haricots (à rame, à grain, blancs, violets, nains)",30,-,,2→1
Carotte,"Blettes (bettes, cardes, poirées…)",30,-,,2→1
Carotte,Betterave,30,-,,2→1
Carotte,Pomme de terre,30,-,,2→1
Céleris (branche & rave),Laitue (Salade),30,-,,2→1
Céleris (branche & rave),Persil,30,-,,2→1
Céleris (branche & rave),Pomme de terre,30,-,,2→1
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Echalote,30,-,,2→1
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Fraise,30,-,,2→1
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Oignon,30,-,,2→1
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Poireau,30,-,,2→1
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Radis,30,-,,2→1
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Soucis,30,-,,2→1
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Tomate,30,-,,2→1
Concombre,Melon,30,-,,2→1
Concombre,Pomme de terre,30,-,,2→1
Concombre,Radis,30,-,,2→1
Concombre,Tomate,30,-,,2→1
Cornichon,Melon,30,-,,2→1
Cornichon,Pomme de terre,30,-,,2→1
Cornichon,Radis,30,-,,2→1
Cornichon,Tomate,30,-,,2→1
"Courge, Citrouille, Potiron",Melon,30,-,,2→1
"Courge, Citrouille, Potiron",Pomme de terre,30,-,,2→1
"Courge, Citrouille, Potiron",Radis,30,-,,2→1
"Courge, Citrouille, Potiron",Tomate,30,-,,2→1
Echalote,"Choux (cabus, fleur, chinois, milan, frisé, rave)",30,-,,2→1
Echalote,Fève & Fèverole,30,-,,2→1
Echalote,"Haricots (à rame, à grain, blancs, violets, nains)",30,-,,2→1
Echalote,Pois,30,-,,2→1
Fève & Fèverole,Ail,30,-,,2→1
Fève & Fèverole,Echalote,30,-,,2→1
Fève & Fèverole,Oignon,30,-,,2→1
Fève & Fèverole,Pois,30,-,,2→1
Fève & Fèverole,Poireau,30,-,,2→1
Fraise,"Choux (cabus, fleur, chinois, milan, frisé, rave)",30,-,,2→1
Framboise,Pomme de terre,30,-,,2→1
"Haricots (à rame, à grain, blancs, violets, nains)",Ail,30,-,,2→1
"Haricots (à rame, à grain, blancs, violets, nains)",Betterave,30,-,,2→1
"Haricots (à rame, à grain, blancs, violets, nains)",Echalote,30,-,,2→1
"Haricots (à rame, à grain, blancs, violets, nains)",Oignon,30,-,,2→1
"Haricots (à rame, à grain, blancs, violets, nains)",Pois,30,-,,2→1
"Haricots (à rame, à grain, blancs, violets, nains)",Poireau,30,-,,2→1
"Haricots (à rame, à grain, blancs, violets, nains)",Tomate,30,-,,2→1
Laitue (Salade),Céleris (branche & rave),30,-,,2→1
Laitue (Salade),Persil,30,-,,2→1
Laitue (Salade),Tournesol,30,-,,2→1
Melon,Concombre,30,-,,2→1
Melon,"Courge, Citrouille, Potiron",30,-,,2→1
Melon,Cornichon,30,-,,2→1
Melon,Pomme de terre,30,-,,2→1
Navet,Oignon,30,-,,2→1
Oignon,"Choux (cabus, fleur, chinois, milan, frisé, rave)",30,-,,2→1
Oignon,Fève & Fèverole,30,-,,2→1
Oignon,"Haricots (à rame, à grain, blancs, violets, nains)",30,-,,2→1
Oignon,Navet,30,-,,2→1
Oignon,Pois,30,-,,2→1
Oignon,Pomme de terre,30,-,,2→1
Oignon,Poireau,30,-,,2→1
Persil,Céleris (branche & rave),30,-,,2→1
Persil,Laitue (Salade),30,-,,2→1
Persil,Pois,30,-,,2→1
Persil,Poireau,30,-,,2→1
Pois,Ail,30,-,,2→1
Pois,Echalote,30,-,,2→1
Pois,Fève & Fèverole,30,-,,2→1
Pois,"Haricots (à rame, à grain, blancs, violets, nains)",30,-,,2→1
Pois,Oignon,30,-,,2→1
Pois,Persil,30,-,,2→1
Pois,Poireau,30,-,,2→1
Pois,Tomate,30,-,,2→1
Pomme de terre,Aubergine,30,-,,2→1
Pomme de terre,"Blettes (bettes, cardes, poirées…)",30,-,,2→1
Pomme de terre,Betterave,30,-,,2→1
Pomme de terre,Carotte,30,-,,2→1
Pomme de terre,Céleris (branche & rave),30,-,,2→1
Pomme de terre,Concombre,30,-,,2→1
Pomme de terre,Cornichon,30,-,,2→1
Pomme de terre,"Courge, Citrouille, Potiron",30,-,,2→1
Pomme de terre,Framboise,30,-,,2→1
Pomme de terre,Melon,30,-,,2→1
Pomme de terre,Oignon,30,-,,2→1
Pomme de terre,Poivron,30,-,,2→1
Pomme de terre,Tomate,30,-,,2→1
Pomme de terre,Tournesol,30,-,,2→1
Poivron,Pomme de terre,30,-,,2→1
Poireau,Ail,30,-,,2→1
Poireau,"Blettes (bettes, cardes, poirées…)",30,-,,2→1
Poireau,Betterave,30,-,,2→1
Poireau,"Choux (cabus, fleur, chinois, milan, frisé, rave)",30,-,,2→1
Poireau,Fève & Fèverole,30,-,,2→1
Poireau,"Haricots (à rame, à grain, blancs, violets, nains)",30,-,,2→1
Poireau,Oignon,30,-,,2→1
Poireau,Persil,30,-,,2→1
Poireau,Pois,30,-,,2→1
Poireau,Tomate,30,-,,2→1
Radis,"Choux (cabus, fleur, chinois, milan, frisé, rave)",30,-,,2→1
Radis,Cornichon,30,-,,2→1
Radis,Concombre,30,-,,2→1
Radis,"Courge, Citrouille, Potiron",30,-,,2→1
Soucis,"Choux (cabus, fleur, chinois, milan, frisé, rave)",30,-,,2→1
Tomate,Betterave,30,-,,2→1
Tomate,Carotte,30,-,,2→1
Tomate,"Choux (cabus, fleur, chinois, milan, frisé, rave)",30,-,,2→1
Tomate,Concombre,30,-,,2→1
Tomate,Cornichon,30,-,,2→1
Tomate,"Courge, Citrouille, Potiron",30,-,,2→1
Tomate,"Haricots (à rame, à grain, blancs, violets, nains)",30,-,,2→1
Tomate,Pois,30,-,,2→1
Tomate,Pomme de terre,30,-,,2→1
Tomate,Poireau,30,-,,2→1
Tournesol,Laitue (Salade),30,-,,2→1
Tournesol,Pomme de terre,30,-,,2→1
Ail,"Haricots (à rame, à grain, blancs, violets, nains)",31,-,,2→1
Ail,Pois,31,-,,2→1
Ail,"Choux (cabus, fleur, chinois, milan, frisé, rave)",31,-,,2→1
Ail,Asperge,31,-,,2→1
Asperge,Ail,31,-,,2→1
Asperge,"Choux (cabus, fleur, chinois, milan, frisé, rave)",31,-,,2→1
Asperge,Echalote,31,-,,2→1
Asperge,Oignon,31,-,,2→1
Asperge,"Blettes (bettes, cardes, poirées…)",31,-,,2→1
Aubergine,Pomme de terre,31,-,,2→1
Aubergine,Oignon,31,-,,2→1
Betterave,Epinard,31,-,,2→1
Betterave,"Blettes (bettes, cardes, poirées…)",31,-,,2→1
Carotte,Menthe,31,-,,2→1
Carotte,"Choux (cabus, fleur, chinois, milan, frisé, rave)",31,-,,2→1
Carotte,Aneth,31,-,Perturbation du système racinaire,2→1
Céleris (branche & rave),Persil,31,-,,2→1
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Fraise,31,-,,2→1
"Choux (cabus, fleur, chinois, milan, frisé, rave)","Haricots (à rame, à grain, blancs, violets, nains)",31,-,,2→1
"Choux (cabus, fleur, chinois, milan, frisé, rave)","Choux (cabus, fleur, chinois, milan, frisé, rave)",31,-,,2→1
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Radis,31,-,,2→1
"Choux (cabus, fleur, chinois, milan, frisé, rave)","Choux (cabus, fleur, chinois, milan, frisé, rave)",31,-,,2→1
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Oignon,31,-,,2→1
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Pomme de terre,31,-,,2→1
Concombre,Thym,31,-,,2→1
Concombre,Romarin,31,-,,2→1
Concombre,Basilic,31,-,,2→1
Concombre,Radis,31,-,,2→1
Concombre,Raifort,31,-,,2→1
Concombre,Tomate,31,-,,2→1
Concombre,Pomme de terre,31,-,,2→1
Courgette,Thym,31,-,,2→1
Courgette,Romarin,31,-,,2→1
Courgette,Basilic,31,-,,2→1
Courgette,Concombre,31,-,,2→1
Courgette,Pomme de terre,31,-,,2→1
Courgette,Tomate,31,-,,2→1
Echalote,"Haricots (à rame, à grain, blancs, violets, nains)",31,-,,2→1
Echalote,Pois,31,-,,2→1
Endive,"Choux (cabus, fleur, chinois, milan, frisé, rave)",31,-,,2→1
Epinard,Betterave,31,-,,2→1
Epinard,Tomate,31,-,,2→1
Epinard,Poivron,31,-,,2→1
Fève & Fèverole,Endive,31,-,,2→1
Fève & Fèverole,Ail,31,-,,2→1
Fraise,"Choux (cabus, fleur, chinois, milan, frisé, rave)",31,-,,2→1
"Haricots (à rame, à grain, blancs, violets, nains)",Ail,31,-,,2→1
"Haricots (à rame, à grain, blancs, violets, nains)",Fenouil,31,-,,2→1
"Haricots (à rame, à grain, blancs, violets, nains)","Haricots (à rame, à grain, blancs, violets, nains)",31,-,,2→1
"Haricots (à rame, à grain, blancs, violets, nains)",Pois,31,-,,2→1
"Haricots (à rame, à grain, blancs, violets, nains)",Tomate,31,-,,2→1
Laitue (Salade),Céleris (branche & rave),31,-,,2→1
Laitue (Salade),Persil,31,-,,2→1
Mâche,"Choux (cabus, fleur, chinois, milan, frisé, rave)",31,-,,2→1
Mâche,Brocoli,31,-,,2→1
Mâche,Epinard,31,-,,2→1
Mâche,Laitue (Salade),31,-,,2→1
Maïs,Tournesol,31,-,,2→1
Menthe,Carotte,31,-,,2→1
Navet,Radis,31,-,,2→1
Oignon,Poireau,31,-,,2→1
Oignon,"Haricots (à rame, à grain, blancs, violets, nains)",31,-,,2→1
Oignon,Pois,31,-,,2→1
Oignon,"Choux (cabus, fleur, chinois, milan, frisé, rave)",31,-,,2→1
Oignon,Pomme de terre,31,-,,2→1
Oignon,Sauge,31,-,,2→1
Oignon,Fève & Fèverole,31,-,,2→1
Persil,Laitue (Salade),31,-,,2→1
Poireau,"Haricots (à rame, à grain, blancs, violets, nains)",31,-,,2→1
Poireau,Pois,31,-,,2→1
Poireau,Brocoli,31,-,,2→1
Poireau,"Choux (cabus, fleur, chinois, milan, frisé, rave)",31,-,,2→1
Pois,Ail,31,-,,2→1
Pois,"Haricots (à rame, à grain, blancs, violets, nains)",31,-,,2→1
Pois,Persil,31,-,,2→1
Pois,Tomate,31,-,,2→1
Poivron,Epinard,31,-,,2→1
Pomme de terre,Aubergine,31,-,,2→1
Pomme de terre,Concombre,31,-,,2→1
Pomme de terre,Cornichon,31,-,,2→1
Pomme de terre,Maïs,31,-,,2→1
Pomme de terre,"Courge, Citrouille, Potiron",31,-,,2→1
Pomme de terre,Courgette,31,-,,2→1
Pomme de terre,Radis,31,-,,2→1
Pomme de terre,Tomate,31,-,,2→1
"Courge, Citrouille, Potiron",Pomme de terre,31,-,,2→1
"Courge, Citrouille, Potiron","Choux (cabus, fleur, chinois, milan, frisé, rave)",31,-,,2→1
Radis,"Choux (cabus, fleur, chinois, milan, frisé, rave)",31,-,,2→1
Radis,Concombre,31,-,,2→1
Radis,"Haricots (à rame, à grain, blancs, violets, nains)",31,-,,2→1
Radis,Cerfeuil,31,-,,2→1
Radis,Pomme de terre,31,-,,2→1
Rutabaga,Basilic,31,-,,2→1
Sarriette,Sauge,31,-,,2→1
Sauge,Concombre,31,-,,2→1
Tomate,Betterave,31,-,,2→1
Tomate,Pois,31,-,,2→1
Tomate,Concombre,31,-,,2→1
Tomate,Cornichon,31,-,,2→1
Tomate,"Choux (cabus, fleur, chinois, milan, frisé, rave)",31,-,,2→1
Tomate,Aubergine,31,-,,2→1
Tomate,Pomme de terre,31,-,,2→1
Tomate,Courgette,31,-,,2→1
Tomate,Epinard,31,-,,2→1
Tomate,Pois,31,-,,2→1
Absinthe,Ail,31,-,,2→1
Absinthe,Asperge,31,-,,2→1
Absinthe,Aubergine,31,-,,2→1
Absinthe,Betterave,31,-,,2→1
Absinthe,"Blettes (bettes, cardes, poirées…)",31,-,,2→1
Absinthe,Carotte,31,-,,2→1
Absinthe,Céleris (branche & rave),31,-,,2→1
Absinthe,"Choux (cabus, fleur, chinois, milan, frisé, rave)",31,-,,2→1
Absinthe,"Choux (cabus, fleur, chinois, milan, frisé, rave)",31,-,,2→1
Absinthe,Concombre,31,-,,2→1
Absinthe,Courgette,31,-,,2→1
Absinthe,Cresson,31,-,,2→1
Absinthe,Echalote,31,-,,2→1
Absinthe,Endive,31,-,,2→1
Absinthe,Epinard,31,-,,2→1
Absinthe,Fenouil,31,-,,2→1
Absinthe,Fève & Fèverole,31,-,,2→1
Absinthe,Fraise,31,-,,2→1
Absinthe,"Haricots (à rame, à grain, blancs, violets, nains)",31,-,,2→1
Absinthe,Laitue (Salade),31,-,,2→1
Absinthe,Mâche,31,-,,2→1
Absinthe,Maïs,31,-,,2→1
Absinthe,Melon,31,-,,2→1
Absinthe,Menthe,31,-,,2→1
Absinthe,Navet,31,-,,2→1
Absinthe,Noyer,31,-,,2→1
Absinthe,Oignon,31,-,,2→1
Absinthe,Persil,31,-,,2→1
Absinthe,Poireau,31,-,,2→1
Absinthe,Pois,31,-,,2→1
Absinthe,Poivron,31,-,,2→1
Absinthe,Pomme de terre,31,-,,2→1
Absinthe,"Courge, Citrouille, Potiron",31,-,,2→1
Absinthe,Radis,31,-,,2→1
Absinthe,Rutabaga,31,-,,2→1
Absinthe,Sarriette,31,-,,2→1
Absinthe,Sauge,31,-,,2→1
Absinthe,Tomate,31,-,,2→1
Cresson,Ail,31,-,,2→1
Cresson,Asperge,31,-,,2→1
Cresson,Aubergine,31,-,,2→1
Cresson,Betterave,31,-,,2→1
Cresson,"Blettes (bettes, cardes, poirées…)",31,-,,2→1
Cresson,Carotte,31,-,,2→1
Cresson,Céleris (branche & rave),31,-,,2→1
Cresson,"Choux (cabus, fleur, chinois, milan, frisé, rave)",31,-,,2→1
Cresson,"Choux (cabus, fleur, chinois, milan, frisé, rave)",31,-,,2→1
